"energy-commodities","sectors","indicator","Unit","Date","Value"
"Total energy commodities","103  Processing of vegetables and fruit","Total energy consumption","PJ","2016","9.9"
"Total energy commodities","103  Processing of vegetables and fruit","Total energy consumption","PJ","2017","10"
"Total energy commodities","103  Processing of vegetables and fruit","Total energy consumption","PJ","2018","11"
"Total energy commodities","103  Processing of vegetables and fruit","Total energy consumption","PJ","2019","10.7"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2011","8.6"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2012","8.2"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2013","8.1"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2014","8"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2015","8.6"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2016","7.9"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2017","8.9"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2018","7.8"
"Total energy commodities","104 Manufacture of edible oils and fats","Total energy consumption","PJ","2019","7.7"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2011","15.1"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2012","14.1"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2013","14.3"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2014","21.1"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2015","21.2"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2016","22.2"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2017","22.3"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2018","15.8"
"Total energy commodities","105 Manufacture of dairy products","Total energy consumption","PJ","2019","15.8"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2011","10.4"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2012","10.5"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2013","10.9"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2014","10.9"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2015","11.4"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2016","11.4"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2017","12.5"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2018","12.2"
"Total energy commodities","106 Grain milling and starch products","Total energy consumption","PJ","2019","11.4"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2011","6.9"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2012","7.2"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2013","7.2"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2014","6.6"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2015","7.3"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2016","7.3"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2017","7.8"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2018","8.1"
"Total energy commodities","109 Manufacture of animal foods","Total energy consumption","PJ","2019","7.8"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","1995","6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","1996","6.8"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","1997","6.6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","1998","6.6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","1999","8.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2000","6.6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2001","6.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2002","6.1"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2003","6.1"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2004","6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2005","5.8"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2006","5.7"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2007","5.5"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2008","5"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2009","4.6"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2010","4.7"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2011","4.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2012","4.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2013","4.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2014","4.1"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2015","4.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2016","4.2"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2017","4.5"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2018","5.1"
"Total energy commodities","11 Manufacture of beverages","Total energy consumption","PJ","2019","6.1"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","1995","1.8"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","1996","1.8"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","1997","1.8"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","1998","1.7"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","1999","1.6"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","2000","1.7"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","2001","1.8"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","2002","1.7"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","2003","1.7"
"Total energy commodities","12 Manufacture of tobacco products","Total energy consumption","PJ","2004","1.9"
